Name,Star,Stars_count,Price,Area,Category,Services,Searched City
Jay Berry’s Cafe,4,439,$$,,"['Breakfast & Brunch', 'Cafes', 'Pizza']","['Delivery', 'Takeout']",Kent
UnderGround Kitchen,4.5,234,$$,,"['Beer Bar', 'Chicken Wings']","['Outdoor dining', 'Delivery']",Federal Way
Kitchen Remix,4.5,82,n/a,,['Korean'],"['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Seoul Hotdog,5,10,$,,"['Hot Dogs', 'Korean']",['Opened 4 weeks ago'],Federal Way
MyungIn Dumplings,5,11,n/a,,['Korean'],"['Opened 2 months ago', 'Delivery', 'Takeout']",Federal Way
Tokyo-ya Ramen & Izakaya,4.5,930,$$,,"['Ramen', 'Noodles', 'Izakaya']","['Outdoor dining', 'Takeout']",Federal Way
Shabu Shabuya,4,49,n/a,,"['Hot Pot', 'Japanese', 'Seafood']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Engimono Ramen & Dim Sum,4,75,$$,,"['Dim Sum', 'Ramen']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
So Moon Nan Jib,4,468,$$,,"['Korean', 'Barbeque']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Birrieria Gourmet,4.5,4,n/a,,"['Food Trucks', 'Tacos']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Pimienta Bistro & Bar,4.5,305,$$,,"['Latin American', 'Modern European']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Lumpia World,4.5,118,$,,"['Filipino', 'Japanese', 'Asian Fusion']","['Delivery', 'Takeout']",Federal Way
Sizzle & Crunch Vietnamese Grill,4.5,25,n/a,,"['Vietnamese', 'Sandwiches', 'Asian Fusion']","['Opened 2 months ago', 'Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Yeadahm Korean Soup House,4.5,32,n/a,,"['Korean', 'Soup', 'Noodles']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Pac Island Grill,4,346,$$,,"['Barbeque', 'Hawaiian']",['Takeout'],Federal Way
Nami Sushi,4.5,125,n/a,,"['Sushi Bars', 'Japanese', 'Asian Fusion']","['Delivery', 'Takeout']",Federal Way
DaeBak Wang Mandoo,4.5,204,$,,"['Korean', 'Noodles']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Traditional Korean Beef Soup,4.5,365,$$,,"['Korean', 'Soup']",['Delivery'],Federal Way
Bogul Bogul Cafe,4,149,$$,,['Korean'],"['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
The Mill Steakhouse + Spirits,4,409,$$,,"['Sports Bars', 'Steakhouses', 'American (Traditional)']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",Federal Way
May May Hong Kong BBQ,4,169,n/a,,"['Cantonese', 'Bubble Tea', 'Barbeque']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Mama Stortini’s - Federal Way,3.5,167,$$,,"['Italian', 'Wine Bars', 'American (Traditional)']","['Delivery', 'Takeout']",Federal Way
Señor Taco,4.5,290,$,,['Tacos'],[],Federal Way
Red Stone Tofu House,4,230,$$,,"['Korean', 'Vegetarian']",[],Federal Way
8ight,3.5,115,$$,,"['Izakaya', 'Sushi Bars']","['Delivery', 'Takeout']",Federal Way
Jin Kook Korean Restaurant,5,14,$$,,['Korean'],['Delivery'],Federal Way
Vons Chicken,4,96,$$,,"['Chicken Shop', 'Chicken Wings']","['Delivery', 'Takeout']",Federal Way
Agit,4,28,$$,,['Korean'],['Delivery'],Federal Way
Katsu Burger,4,160,$$,,"['Burgers', 'Fast Food', 'Japanese']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Hotpot World Rotary,3.5,120,$$,,"['Hot Pot', 'Juice Bars & Smoothies', 'Seafood']",[],Federal Way
Poverty Bay Cafe & Coffee Co,3.5,491,$$,,"['Coffee & Tea', 'Breakfast & Brunch', 'Diners']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Poverty Bay Cafe & Coffee Co,3.5,491,$$,,"['Coffee & Tea', 'Breakfast & Brunch', 'Diners']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Cockatoo’s Chicken Restaurant,4,117,$$,,"['Korean', 'Chicken Wings']","['Delivery', 'Takeout']",Federal Way
Kwan Tip Thai,4.5,506,$$,,['Thai'],"['Delivery', 'Takeout']",Federal Way
bb.q Chicken and Pub,4,57,n/a,,"['Korean', 'Chicken Shop', 'Beer Bar']",[],Federal Way
Youngwol Noodle,4.5,86,$$,,"['Korean', 'Noodles']","['Delivery', 'Takeout']",Federal Way
Jimmy Mac’s Roadhouse,3.5,384,$$,,"['American (Traditional)', 'Barbeque', 'Steakhouses']","['Delivery', 'Takeout']",Federal Way
Yangpyung Seoul Restaurant,4,76,$$,,['Korean'],"['Delivery', 'Takeout']",Federal Way
Manila’s Pride,4,54,$,,['Filipino'],"['Delivery', 'Takeout']",Federal Way
Pop’s Pizza & Pasta,4.5,277,$$,,"['Pizza', 'Italian']",['Delivery'],Federal Way
Koharu Restaurant,4,292,$$,,"['Japanese', 'Sushi Bars']",[],Federal Way
Ban SomTum,4,370,$$,,['Thai'],"['Delivery', 'Takeout']",Federal Way
Musashi’s,4.5,14,n/a,,"['Sushi Bars', 'Japanese']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
East India Grill,4,499,$$,,['Indian'],['Takeout'],Federal Way
Time Out Ale House,3.5,164,$$,,"['American (New)', 'Sports Bars']",[],Federal Way
Chebogz Filipino Food Truck,4.5,66,$,,"['Food Trucks', 'Filipino']","['Delivery', 'Takeout']",Federal Way
Los Bigotes de Villa,4.5,279,$$,,['Mexican'],['Delivery'],Federal Way
L&L Hawaiian Barbecue,4,156,$,,"['Hawaiian', 'Barbeque']",['Delivery'],Federal Way
Cafe Remix,3.5,28,$$,,"['Coffee & Tea', 'Breakfast & Brunch', 'Desserts']","['Delivery', 'Takeout']",Federal Way
ChangGo Restaurant,3.5,5,n/a,,['Korean'],[],Federal Way
Burger Express,4,386,$,,['Burgers'],['Outdoor dining'],Federal Way
Pho My Chau 2,4.5,7,n/a,,['Vietnamese'],['Outdoor dining'],Federal Way
Burger Express,4,386,$,,['Burgers'],['Outdoor dining'],Federal Way
Monster Burger,4,194,$,,['Burgers'],"['Delivery', 'Takeout']",Federal Way
Verrazano’s,3.5,217,$$,,"['Italian', 'Diners', 'Wine Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Tokyo Japanese Steak House,3.5,349,$$,,"['Steakhouses', 'Sushi Bars', 'Teppanyaki']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Green Iron Mongolian Grill,5,1,n/a,,['Mongolian'],"['Outdoor dining', 'Takeout']",Federal Way
Mediterranean Gyro Grill,4,416,$$,,"['Mediterranean', 'Greek', 'Bars']","['Delivery', 'Takeout']",Federal Way
Trapper’s Sushi - Federal Way,3.5,176,$$,,['Sushi Bars'],"['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Sweet Rice,4,181,$$,,"['Laotian', 'Thai']","['Delivery', 'Takeout']",Federal Way
K-Ton Japanese Cuisine,4,64,$,,"['Japanese Curry', 'Ramen']",['Takeout'],Federal Way
Sun Break Cafe,4,663,$$,,"['Breakfast & Brunch', 'Bakeries', 'Cafes']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Sweet Rice,4,181,$$,,"['Laotian', 'Thai']","['Delivery', 'Takeout']",Federal Way
Taquería La Tentación,4,188,$,,['Mexican'],['Takeout'],Federal Way
Pho Fusion & Grill,4,192,$$,,"['Vietnamese', 'Noodles', 'Asian Fusion']","['Delivery', 'Takeout']",Federal Way
Best Sushi,4,180,$$,,"['Sushi Bars', 'Ramen']",['Takeout'],Federal Way
Pho 7 Simmering Soup,4.5,9,n/a,,"['Soup', 'Vietnamese', 'Gluten-Free']",[],Federal Way
Hello Banh Mi,4,113,$,,"['Desserts', 'Bubble Tea', 'Vietnamese']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Biscuits Cafe,3.5,358,$$,,"['Cafes', 'Breakfast & Brunch', 'American (Traditional)']",['Delivery'],Federal Way
Bangkok Garden Street Food,4,194,$$,,['Thai'],['Takeout'],Federal Way
Jack’s BBQ - Algona,4.5,130,$$,,"['Barbeque', 'Sandwiches', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
3 T’s & MORE Mexican Restaurant,5,36,n/a,,['Mexican'],[],Federal Way
Mi Chalateca,4,94,$$,,['Salvadoran'],"['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Sapporo Sushi & Roll,4.5,349,$$,,"['Sushi Bars', 'Japanese']",[],Federal Way
Black Bear Diner,3,598,$$,,"['Diners', 'American (Traditional)', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Salty’s at Redondo Beach - Temp. CLOSED,3.5,605,$$$,,"['Seafood', 'Steakhouses']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
The Frying Dutchman,4.5,42,$,,"['Fish & Chips', 'Food Trucks']",['Outdoor dining'],Federal Way
urban chops,4.5,260,$,,"['Vietnamese', 'Sandwiches', 'Chinese']",['Delivery'],Federal Way
Mediterranean Breeze Restaurant Kent,4.5,132,$$,,"['Mediterranean', 'Kebab', 'Soup']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Billy McHale’s,3,178,$$,,"['American (Traditional)', 'Bars', 'Steakhouses']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Volcano Joes Kitchen,5,1,$,,"['Food Trucks', 'Hawaiian']",[],Federal Way
The Rock Wood Fired Pizza,3,565,$$,,"['Pizza', 'Bars', 'American (Traditional)']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Cubanos On Wheels,3,3,n/a,,"['Food Trucks', 'Cuban', 'Southern']","['Outdoor dining', 'Takeout']",Federal Way
Pizza Pizazz,4,290,$$,,"['Pizza', 'Italian']","['Delivery', 'Takeout']",Federal Way
Black Angus Steakhouse,3,383,$$,,"['Steakhouses', 'American (Traditional)', 'Seafood']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Peking Express,4,101,$,,['Chinese'],"['Delivery', 'Takeout']",Federal Way
Pho Trang,4.5,100,$,,"['Vietnamese', 'Noodles', 'Sandwiches']",['Takeout'],Federal Way
California Burrito Taco Shop,3.5,104,$,,"['Mexican', 'Desserts', 'Breakfast & Brunch']",['Delivery'],Federal Way
Yummy Banchan,4,23,$,,"['Korean', 'International Grocery']",[],Federal Way
Cho Dang Tofu Restaurant,4,241,$$,,['Korean'],"['Delivery', 'Takeout']",Federal Way
Vince’s Italian Restaurant & Pizzeria,3,230,$$,,"['Pizza', 'Italian']","['Delivery', 'Takeout']",Federal Way
Vince’s Italian Restaurant & Pizzeria,3,230,$$,,"['Pizza', 'Italian']","['Delivery', 'Takeout']",Federal Way
Gino’s Pizza,4,27,n/a,,['Pizza'],"['Delivery', 'Takeout']",Federal Way
Cafe Noir,3.5,241,$$,,"['Cafes', 'Desserts', 'Shaved Ice']",[],Federal Way
KC Deez BBQ,4.5,76,$,,"['Barbeque', 'Food Trucks', 'Caterers']","['Delivery', 'Takeout']",Federal Way
Crazy Pho Cajun,3.5,331,$$,,"['Vietnamese', 'Cajun/Creole', 'Asian Fusion']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Ivar’s Seafood Bar,4,99,$$,,"['Seafood', 'Fish & Chips', 'Fast Food']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Chick-fil-A,4,121,$,,['Fast Food'],"['Delivery', 'Takeout']",Federal Way
Pupuseria and Taqueria La Princesa,3.5,21,n/a,,"['Salvadoran', 'Mexican']",[],Federal Way
Jasmine Mongolian Grill,3.5,298,$$,,['Mongolian'],[],Federal Way
Pho Kim,4,220,$,,"['Vietnamese', 'Noodles', 'Sandwiches']","['Delivery', 'Takeout']",Federal Way
Gyros House,4,156,$,,"['Greek', 'Mediterranean']",['Delivery'],Federal Way
Serious Soul At Cubby’s,4,144,$$,,"['Soul Food', 'Seafood']",['Delivery'],Federal Way
Ya Rae Hyang,3,12,n/a,,"['Korean', 'Chinese']",[],Federal Way
Scoreboard,3.5,97,$$,,"['Sports Bars', 'American (New)', 'Karaoke']",[],Federal Way
Antojitos Michalisco,4.5,42,$,,"['Mexican', 'Specialty Food', 'Ice Cream & Frozen Yogurt']",['Takeout'],Federal Way
Oliver’s Sandwiches,4,317,$,,"['Sandwiches', 'Cheesesteaks', 'Vietnamese']",['Delivery'],Federal Way
New Peking Wok,3.5,140,$$,,['Chinese'],"['Delivery', 'Takeout']",Federal Way
Blue Island Sushi and Roll,3.5,371,$$,,"['Sushi Bars', 'Japanese']","['Delivery', 'Takeout']",Federal Way
Pecos Pit Bar-b-que,4,2,n/a,,['Barbeque'],[],Federal Way
Ezell’s Famous Chicken,3,89,$,,"['Southern', 'Comfort Food', 'Chicken Shop']","['Delivery', 'Takeout']",Federal Way
La Herradura Taqueria y Pupuseria,4,72,$$,,"['Mexican', 'Salvadoran']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Pho Quynh,4,167,$,,"['Vietnamese', 'Noodles', 'Soup']","['Delivery', 'Takeout']",Federal Way
Honey Bear Vietnamese Sandwich Banh Mi,4.5,101,$,,"['Coffee & Tea', 'Fast Food', 'Vietnamese']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Hae Song Korean BBQ,3.5,146,$$,,"['Korean', 'Barbeque']","['Delivery', 'Takeout']",Federal Way
Kum Kang San BBQ Grill Buffet,3.5,521,$$,,"['Korean', 'Barbeque', 'Buffets']","['Outdoor dining', 'Takeout']",Federal Way
Flame Burger Plus,4,113,$,,['Burgers'],"['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Grand Peking,3,271,$$,,['Chinese'],"['Delivery', 'Takeout']",Federal Way
CIRCLE CHINESE CUISINE,4.5,8,n/a,,['Chinese'],"['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Akasaka Restaurant,3.5,204,$$,,"['Japanese', 'Sushi Bars', 'Asian Fusion']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
BobaLust,4.5,34,n/a,,"['Bubble Tea', 'Juice Bars & Smoothies', 'Cafes']",[],Federal Way
Pick-Quick Drive In,4,326,$,,"['Burgers', 'Fast Food', 'Ice Cream & Frozen Yogurt']","['Outdoor dining', 'Takeout']",Federal Way
Hibachi Buffet,3.5,406,$$,,"['Buffets', 'Chinese']",[],Federal Way
MOD Pizza,3,143,$,,"['Pizza', 'Fast Food']","['Delivery', 'Takeout']",Federal Way
BobaLust,4.5,34,n/a,,"['Bubble Tea', 'Juice Bars & Smoothies', 'Cafes']",[],Federal Way
Palace Korean Bar & Grill,3,524,$$,,"['Korean', 'Barbeque', 'Buffets']","['Delivery', 'Takeout']",Federal Way
A Spoonful Of Sugar Cafe,4.5,78,$,,['Cafes'],['Takeout'],Federal Way
International Teriyaki House,4,85,$,,"['Japanese', 'Chinese']","['Delivery', 'Takeout']",Federal Way
Pho Tai,2.5,515,$,,"['Vietnamese', 'Noodles', 'Asian Fusion']","['Delivery', 'Takeout']",Federal Way
Happy Express,4.5,163,$$,,"['Japanese', 'Chinese', 'Sushi Bars']","['Delivery', 'Takeout']",Federal Way
Oddfellas Pub & Eatery,3.5,375,$$,,"['Irish', 'Pubs', 'American (Traditional)']","['Delivery', 'Takeout']",Federal Way
Oddfellas Pub & Eatery,3.5,375,$$,,"['Irish', 'Pubs', 'American (Traditional)']","['Delivery', 'Takeout']",Federal Way
Buffalo Wild Wings,2,558,$$,,"['Chicken Wings', 'American (Traditional)', 'Sports Bars']","['Delivery', 'Takeout']",Federal Way
Iyara Thai Cuisine - Auburn,4.5,37,n/a,,['Thai'],"['Delivery', 'Takeout']",Federal Way
Dave’s of Milton,4,116,$$,,"['Bars', 'American (Traditional)']","['Delivery', 'Takeout']",Federal Way
Thai Bistro,3.5,331,$$,,"['Thai', 'Desserts', 'Noodles']",['Delivery'],Federal Way
Village Inn,3,76,$$,,"['Breakfast & Brunch', 'Salad', 'Burgers']",['Delivery'],Federal Way
Sam’s Kitchen,4.5,20,$,,['Breakfast & Brunch'],[],Federal Way
Sizzle Dogs,5,4,n/a,,"['Food Stands', 'Hot Dogs']","['Outdoor dining', 'Takeout']",Federal Way
Vinifera Wine Bar & Bistro,4,176,$$,,"['Wine Bars', 'American (New)', 'Cocktail Bars']","['Outdoor dining', 'Takeout']",Federal Way
Marlene’s Market & Deli,4,165,$$,,"['Health Markets', 'Delis', 'Grocery']",[],Federal Way
Red Lobster,3,245,$$,,"['Seafood', 'American (Traditional)']","['Delivery', 'Takeout']",Federal Way
Mi Bella Honduras Restaurant,4.5,52,$$,,"['Latin American', 'Honduran']",[],Federal Way
Joe’s Deli,3.5,57,$,,"['Delis', 'Sandwiches']",[],Federal Way
Mason’s Quick Bite,3.5,4,n/a,,"['Sandwiches', 'Soup', 'Hot Dogs']",[],Federal Way
Gravity Coffee - Federal Way North,4,52,$,,"['Coffee & Tea', 'Breakfast & Brunch', 'Juice Bars & Smoothies']","['Delivery', 'Takeout']",Federal Way
Shin Sung Restaurant,3.5,324,$$,,"['Korean', 'Barbeque']",[],Federal Way
Olive Garden Italian Restaurant,3,224,$$,,"['Italian', 'Salad', 'Soup']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Applebee’s Grill + Bar,2.5,206,$$,,"['American (Traditional)', 'Sports Bars', 'Burgers']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Mirak Korean BBQ Restaurant,3.5,141,$$,,"['Korean', 'Barbeque']","['Delivery', 'Takeout']",Federal Way
Puerto Vallarta Restaurant,3,157,$$,,['Mexican'],"['Delivery', 'Takeout']",Federal Way
Ishtar Greek & Mediterranean Cuisine,4,343,$,,"['Mediterranean', 'Greek', 'Caterers']",['Delivery'],Federal Way
B&R Espresso Bar,4,60,$,,"['Coffee & Tea', 'Sandwiches']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Hong Kong Market,4,43,$,,"['Delis', 'International Grocery']",[],Federal Way
Garcia’s Mexican Restaurant & Cantina,4,152,$$,,['Mexican'],['Delivery'],Federal Way
Malri Hyang,3.5,89,$$,,"['Korean', 'Chinese', 'Noodles']",['Takeout'],Federal Way
Five Guys,3,80,$$,,"['Burgers', 'Fast Food']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Puerto Vallarta Restaurant,3.5,113,$$,,['Mexican'],[],Federal Way
I Love Ramen,3.5,205,$$,,"['Ramen', 'Noodles']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Torero’s Taqueria,4,31,$,,['Mexican'],"['Delivery', 'Takeout']",Federal Way
Thai Restaurant In Fife,4,172,$,,['Thai'],"['Delivery', 'Takeout']",Federal Way
Smuggler’s Deli,4.5,6,n/a,,"['Sandwiches', 'Delis', 'American (Traditional)']","['Delivery', 'Takeout']",Federal Way
Angel Boba And Sandwiches,4,21,n/a,,"['Bubble Tea', 'Sandwiches']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Yoko Teriyaki,4.5,62,$,,['Japanese'],['Takeout'],Federal Way
Taqueria 3 Hermanos,4,54,$,,['Mexican'],"['Delivery', 'Takeout']",Federal Way
Teriyaki House,4,51,$,,"['Soup', 'Chicken Wings']",[],Federal Way
Angelica’s Restaurant & Lounge,3,83,$$,,['Mexican'],"['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Dave & Buster’s,2.5,619,$$,,"['American (Traditional)', 'Arcades', 'Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Pit Stop,4.5,11,$,,"['Burgers', 'Sandwiches', 'Breakfast & Brunch']",[],Federal Way
Azteca Mexican Restaurant,2.5,13,n/a,,['Mexican'],"['Delivery', 'Takeout']",Federal Way
Nutri Fruti,3.5,24,$,,"['Ice Cream & Frozen Yogurt', 'Desserts', 'Mexican']",[],Federal Way
Rainbow Cafe,3.5,154,$$,,"['Breakfast & Brunch', 'Diners', 'Bars']",['Takeout'],Federal Way
Wienerschnitzel,3,28,n/a,,"['Hot Dogs', 'Fast Food', 'Sandwiches']",['Delivery'],Federal Way
Mae Mee Bakery,4,49,$,,"['Bakeries', 'Chinese', 'Food Court']",[],Federal Way
The Milton Lodge,3.5,24,$$,,"['Bars', 'Breakfast & Brunch', 'American (Traditional)']",[],Federal Way
Basil Thai Restaurant,4,1,n/a,,['Thai'],"['Delivery', 'Takeout']",Federal Way
Northshore Thai Cuisine,3.5,163,$$,,"['Thai', 'Seafood']","['Delivery', 'Takeout']",Federal Way
Ladybug Bikini Espresso,4,4,n/a,,"['Cafes', 'Coffee & Tea']",[],Federal Way
Chili Fries,4,5,n/a,,['Fast Food'],"['Delivery', 'Takeout']",Federal Way
Africana Cuisine,n/a,n/a,n/a,,['African'],[],Federal Way
Pho Saigon Garden,4.5,349,$,,['Vietnamese'],[],Federal Way
Pho Saigon Garden,4.5,349,$,,['Vietnamese'],[],Federal Way
Hana Teriyaki Restaurant,3.5,108,$,,"['Japanese', 'Asian Fusion']",['Takeout'],Federal Way
Lizzie Lou’s Too,4.5,41,$,,['Cafes'],"['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
BSN Pizza,4,60,$,,['Pizza'],[],Federal Way
Zola’s Cafe,4,187,$,,"['Coffee & Tea', 'Music Venues', 'Sandwiches']","['Outdoor dining', 'Takeout']",Federal Way
Can Am Pizza,3.5,51,$$,,"['Pizza', 'Indian', 'Italian']",[],Federal Way
Top Pho,4,90,$,,['Vietnamese'],['Delivery'],Federal Way
Pho Luu,4.5,19,n/a,,"['Vietnamese', 'Japanese']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Africana Cuisine,n/a,n/a,n/a,,['African'],[],Federal Way
Maharaj Cuisine Of India,3.5,81,$$,,['Indian'],"['Outdoor dining', 'Takeout']",Federal Way
Maharaj Cuisine Of India,3.5,81,$$,,['Indian'],"['Outdoor dining', 'Takeout']",Federal Way
Linh Son Restaurant,3.5,179,$,,['Vietnamese'],"['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
H Mart Restaurant,3,28,$,,['Korean'],[],Federal Way
House Teriyaki Wok,3.5,90,$,,"['Chinese', 'Japanese']",[],Federal Way
Tortas Locas Federal Way,3,17,$,,['Mexican'],['Takeout'],Federal Way
Stimpy’s Sports Bar & Grill,4,53,$$,,"['Sports Bars', 'American (Traditional)', 'Pool Halls']",['Takeout'],Federal Way
Ichi Teriyaki,3.5,89,$,,['Japanese'],[],Federal Way
Pho Hoang,3.5,117,$,,"['Vietnamese', 'Noodles']","['Delivery', 'Takeout']",Federal Way
Café del Cielo,4,15,$,,"['Coffee & Tea', 'Latin American']",['Delivery'],Federal Way
Taqueria Sinaloa,4,9,n/a,,"['Tacos', 'Food Trucks']",[],Federal Way
Tamu Foods,5,2,n/a,,"['Asian Fusion', 'Caterers']",[],Federal Way
Pho Bach Vietnamese Restaurant,3.5,67,$,,"['Vietnamese', 'Noodles']",[],Federal Way
Herfy’s Burgers,4,59,$,,['Burgers'],"['Delivery', 'Takeout']",Federal Way
Burger Han’s,3.5,72,$,,"['Burgers', 'Fast Food']",['Delivery'],Federal Way
Pho Tasty,4,140,$,,"['Vietnamese', 'Noodles']","['Delivery', 'Takeout']",Federal Way
La Chapanita,4,16,n/a,,"['Mexican', 'Caterers']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Rafiki Restaurant & Lounge,4,31,n/a,,"['Lounges', 'African']","['Outdoor dining', 'Takeout']",Federal Way
Tides,1,1,n/a,,['Seafood'],[],Federal Way
Mariscos Culiacan,2.5,21,$$$$,,"['Mexican', 'Seafood']",[],Federal Way
Yoko’s Teriyaki Bistro,3,70,$,,"['Japanese', 'Chinese']",[],Federal Way
IHOP,2.5,126,$$,,"['Breakfast & Brunch', 'American (Traditional)']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Birrieria Apatzingan,5,1,n/a,,"['Mexican', 'Seafood', 'Cocktail Bars']",['Takeout'],Federal Way
Annie’s Lunch Counter,5,13,n/a,,"['Food Delivery Services', 'Soup', 'Sandwiches']",['Delivery'],Federal Way
Del Taco,3.5,172,$,,"['Mexican', 'Fast Food']","['Delivery', 'Takeout']",Federal Way
Asiana Teriyaki,4,46,$,,['Japanese'],['Delivery'],Federal Way
Lilly’s Bakery & Deli,4.5,26,$,,"['Bakeries', 'Delis']",[],Federal Way
Rafiki Restaurant & Lounge,4,31,n/a,,"['Lounges', 'African']","['Outdoor dining', 'Takeout']",Federal Way
K C Drive-In Restaurant,5,1,n/a,,['Restaurants'],[],Federal Way
Marvel Food & Deli,4,71,$$,,"['Delis', 'Bakeries', 'International Grocery']",[],Federal Way
Seoul Garden,n/a,n/a,n/a,,"['Sushi Bars', 'Japanese']",[],Federal Way
Original Roadhouse Grill,n/a,n/a,n/a,,['Steakhouses'],[],Federal Way
Sushinola,3.5,29,n/a,,"['Mexican', 'Sushi Bars', 'Seafood']","['Delivery', 'Takeout']",Federal Way
Emerald Downs-Rainier Terrace,n/a,n/a,n/a,,['American (Traditional)'],[],Federal Way
Happy Teriyaki,4,167,$$,,"['Japanese', 'Chinese', 'Sushi Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Federal Way
Magic Wok Restaurant,3,96,$$,,['Chinese'],"['Delivery', 'Takeout']",Federal Way
Pabla Punjabi Palace,4,1,n/a,,"['Middle Eastern', 'Indian', 'Buffets']",['Takeout'],Federal Way
Mediterranean Salad and Grill,5,1,n/a,,"['American (New)', 'Mediterranean']",[],Federal Way
Taqueria El Corral,4.5,24,$,,"['Food Trucks', 'Mexican']",[],Federal Way
New York Vinny’s Pizza,3.5,117,$,,['Pizza'],"['Delivery', 'Takeout']",Federal Way
Jersey’s Sports Bar,3,68,$$,,"['Sports Bars', 'American (Traditional)']",['Takeout'],Federal Way
Secoma Lanes,3,45,$$,,"['Bowling', 'Lounges', 'American (New)']",[],Federal Way
Sonia Kitchen,5,1,n/a,,['Restaurants'],[],Federal Way
Absolut Hot Dog,5,6,$,Seattle,"['Hot Dogs', 'Food Trucks', 'Mediterranean']",[],Federal Way
PNW Coffee Co,4.5,30,$,,"['Coffee & Tea', 'Breakfast & Brunch', 'Juice Bars & Smoothies']","['Delivery', 'Takeout']",Federal Way
Los Amigos Taqueria II,3,83,$,,['Mexican'],[],Federal Way
Chipotle Mexican Grill,3,147,$,,"['Mexican', 'Fast Food']","['Delivery', 'Takeout']",Federal Way
Paul’s Burger and Teriyaki,4,20,$,,['Burgers'],['Delivery'],Federal Way
